Taxa,Year,Quantity,Frequency,Kingdom,Phylum,Class,Order,Family,Genus,Species
Synodontis nigriventris,2018,60,2,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis nigriventris
Synodontis nigriventris,2019,160,1,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis nigriventris
Synodontis petricola,2017,40,1,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis petricola
Synodontis petricola,2018,240,3,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis petricola
Synodontis petricola,2019,50,2,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis petricola
Taenianotus triacanthus,2016,1,1,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Taenianotus,Taenianotus triacanthus
Tanichthys albonubes,2015,13560,28,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys albonubes
Tanichthys albonubes,2016,7750,18,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys albonubes
Tanichthys albonubes,2017,8125,15,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys albonubes
Tanichthys albonubes,2018,12845,23,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys albonubes
Tanichthys albonubes,2019,7650,14,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys albonubes
Tanichthys micagemmae,2015,600,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tanichthys,Tanichthys micagemmae
Tetraodon lineatus,2015,5,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Tetraodon,Tetraodon lineatus
Tetraodon lineatus,2018,63,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Tetraodon,Tetraodon lineatus
Tetraodon lineatus,2019,80,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Tetraodon,Tetraodon lineatus
Thalassoma hardwicke,2017,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma hardwicke
Thalassoma lunare,2016,51,9,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lunare
Thalassoma lunare,2017,9,3,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lunare
Thalassoma lunare,2019,11,2,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lunare
Thalassoma lutescens,2016,22,5,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lutescens
Thalassoma lutescens,2019,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lutescens
Thayeria boehlkei,2015,1510,6,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Thayeria boehlkei
Thayeria boehlkei,2016,1000,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Thayeria boehlkei
Thayeria boehlkei,2017,400,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Thayeria boehlkei
Thayeria boehlkei,2018,2685,9,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Thayeria boehlkei
Thayeria boehlkei,2019,1000,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Thayeria,Thayeria boehlkei
Thoracocharax stellatus,2015,160,2,Animalia,Chordata,Actinopterygii,Characiformes,Gasteropelecidae,Thoracocharax,Thoracocharax stellatus
Thoracocharax stellatus,2016,30,1,Animalia,Chordata,Actinopterygii,Characiformes,Gasteropelecidae,Thoracocharax,Thoracocharax stellatus
Thoracocharax stellatus,2017,100,1,Animalia,Chordata,Actinopterygii,Characiformes,Gasteropelecidae,Thoracocharax,Thoracocharax stellatus
Thoracocharax stellatus,2018,30,1,Animalia,Chordata,Actinopterygii,Characiformes,Gasteropelecidae,Thoracocharax,Thoracocharax stellatus
Thoracocharax stellatus,2019,102,2,Animalia,Chordata,Actinopterygii,Characiformes,Gasteropelecidae,Thoracocharax,Thoracocharax stellatus
Thorichthys meeki,2015,290,8,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys meeki
Thorichthys meeki,2018,270,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys meeki
Thorichthys meeki,2019,150,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys meeki
Trachyphyllia geoffroyi,2015,11,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Trachyphyllia,Trachyphyllia geoffroyi
Trachyphyllia geoffroyi,2016,13,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Trachyphyllia,Trachyphyllia geoffroyi
Trachyphyllia geoffroyi,2017,18,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Trachyphyllia,Trachyphyllia geoffroyi
Trachyphyllia geoffroyi,2019,50,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Trachyphyllia,Trachyphyllia geoffroyi
Trichogaster chuna,2015,2850,18,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster chuna
Trichogaster chuna,2016,1450,9,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster chuna
Trichogaster chuna,2017,280,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster chuna
Trichogaster chuna,2018,2735,16,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster chuna
Trichogaster chuna,2019,2090,11,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster chuna
Trichogaster labiosa,2015,320,3,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster labiosa
Trichogaster lalius,2015,5055,65,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster lalius
Trichogaster lalius,2016,5405,61,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster lalius
Trichogaster lalius,2017,5090,72,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster lalius
Trichogaster lalius,2018,7440,108,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster lalius
Trichogaster lalius,2019,3874,55,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster lalius
Trichopodus leerii,2015,830,8,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus leerii
Trichopodus leerii,2016,390,4,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus leerii
Trichopodus leerii,2017,480,4,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus leerii
Trichopodus leerii,2018,1530,16,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus leerii
Trichopodus leerii,2019,405,5,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus leerii
Trichopodus microlepis,2015,360,4,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus microlepis
Trichopodus microlepis,2016,360,3,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus microlepis
Trichopodus microlepis,2017,240,2,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus microlepis
Trichopodus microlepis,2018,228,3,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus microlepis
Trichopodus microlepis,2019,75,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus microlepis
Trichopodus trichopterus,2015,2460,23,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus trichopterus
Trichopodus trichopterus,2016,2790,24,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus trichopterus
Trichopodus trichopterus,2017,1680,14,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus trichopterus
Trichopodus trichopterus,2018,4095,42,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus trichopterus
Trichopodus trichopterus,2019,1710,19,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopodus,Trichopodus trichopterus
Trichopsis pumila,2018,1330,4,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopsis,Trichopsis pumila
Trichopsis pumila,2019,430,2,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopsis,Trichopsis pumila
Trichopsis schalleri,2015,200,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopsis,Trichopsis schalleri
Trichopsis vittata,2015,20,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopsis,Trichopsis vittata
Trichopsis vittata,2018,200,2,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Trichopsis,Trichopsis vittata
Tridacna crocea,2015,80,9,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna crocea
Tridacna maxima,2015,60,1,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna maxima
Tridacna maxima,2019,34,5,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna maxima
Trigonopoma pauciperforatum,2015,500,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonopoma,Trigonopoma pauciperforatum
Trigonopoma pauciperforatum,2017,500,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonopoma,Trigonopoma pauciperforatum
Trigonopoma pauciperforatum,2018,2000,5,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonopoma,Trigonopoma pauciperforatum
Trigonostigma espei,2015,1000,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma espei
Trigonostigma espei,2016,375,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma espei
Trigonostigma espei,2017,525,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma espei
Trigonostigma espei,2018,800,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma espei
Trigonostigma espei,2019,1300,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma espei
Trigonostigma hengeli,2015,500,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma hengeli
Trigonostigma hengeli,2017,1408,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma hengeli
Trigonostigma hengeli,2018,400,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma hengeli
Trigonostigma hengeli,2019,1000,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma hengeli
Trigonostigma heteromorpha,2015,2890,11,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma heteromorpha
Trigonostigma heteromorpha,2016,2560,8,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma heteromorpha
Trigonostigma heteromorpha,2017,3360,8,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma heteromorpha
Trigonostigma heteromorpha,2018,4975,11,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma heteromorpha
Trigonostigma heteromorpha,2019,4775,12,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Trigonostigma,Trigonostigma heteromorpha
Trimma cana,2016,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Trimma,Trimma cana
Trochus histrio,2019,60,1,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Trochus,Trochus histrio
Trochus sp.,2019,58,2,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Trochus,NA
Tropheops tropheops,2016,90,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheops,Tropheops tropheops
Tropheops tropheops,2017,122,11,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheops,Tropheops tropheops
Tropheus duboisi,2015,19,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheus,Tropheus duboisi
Tropheus duboisi,2016,136,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheus,Tropheus duboisi
Tropheus duboisi,2017,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheus,Tropheus duboisi
Tropheus duboisi,2018,20,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheus,Tropheus duboisi
Tropheus duboisi,2019,30,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tropheus,Tropheus duboisi
Tubastraea coccinea,2019,15,6,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,Tubastraea coccinea
Tubastraea faulkneri,2016,5,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,Tubastraea faulkneri
Tubastraea micranthus,2015,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,Tubastraea micranthus
Tubastraea micranthus,2016,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,Tubastraea micranthus
Tubastraea sp.,2015,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,NA
Tubastraea sp.,2016,10,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,NA
Tubipora musica,2015,3,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,Tubipora,Tubipora musica
Tubipora musica,2016,8,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,Tubipora,Tubipora musica
Tubipora musica,2018,5,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,Tubipora,Tubipora musica
Tubipora musica,2019,4,4,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,Tubipora,Tubipora musica
Tubipora sp.,2016,1,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,Tubipora,NA
Tubipora sp.,2017,10,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,Tubipora,NA
Turbinaria peltata,2015,3,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria peltata
Turbinaria reniformis,2015,4,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria reniformis
Turbinaria sp.,2016,5,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,NA
Uaru amphiacanthoides,2017,95,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Uaru,Uaru amphiacanthoides
Valenciennea longipinnis,2015,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea longipinnis
Valenciennea puellaris,2015,66,14,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea puellaris
Valenciennea puellaris,2016,93,12,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea puellaris
Valenciennea puellaris,2017,53,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea puellaris
Valenciennea puellaris,2018,62,9,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea puellaris
Valenciennea puellaris,2019,73,11,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea puellaris
Valenciennea sexguttata,2015,68,11,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea sexguttata
Valenciennea sexguttata,2016,24,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea sexguttata
Valenciennea sexguttata,2017,49,5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea sexguttata
Valenciennea sexguttata,2018,23,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea sexguttata
Valenciennea sexguttata,2019,29,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea sexguttata
Valenciennea strigata,2015,41,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata
Valenciennea strigata,2016,31,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata
Valenciennea strigata,2017,43,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata
Valenciennea strigata,2018,7,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata
Valenciennea strigata,2019,95,11,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata
Variabilichromis moorii,2015,300,18,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Variabilichromis,Variabilichromis moorii
Variabilichromis moorii,2016,1088,31,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Variabilichromis,Variabilichromis moorii
Vieja melanura,2016,16,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja melanura
Xanthichthys auromarginatus,2016,5,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys auromarginatus
Xanthichthys auromarginatus,2017,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys auromarginatus
Xanthichthys auromarginatus,2019,3,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys auromarginatus
Xenia elongata,2017,8,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Xeniidae,Xenia,Xenia elongata
Xenia sp.,2015,2,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Xeniidae,Xenia,NA
Xenia sp.,2016,16,3,Animalia,Cnidaria,Anthozoa,Alcyonacea,Xeniidae,Xenia,NA
Xenia umbellata,2015,3,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Xeniidae,Xenia,Xenia umbellata
Xenia umbellata,2017,4,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Xeniidae,Xenia,Xenia umbellata
Xiphophorus hellerii,2015,90,3,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus hellerii
Xiphophorus hellerii,2016,110,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus hellerii
Xiphophorus hellerii,2018,3579,22,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus hellerii
Xiphophorus hellerii,2019,1950,11,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus hellerii
Xiphophorus maculatus,2015,620,9,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
Xiphophorus maculatus,2016,950,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
Xiphophorus maculatus,2017,2640,13,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
Xiphophorus maculatus,2018,15820,70,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
Xiphophorus maculatus,2019,9030,40,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
Yasuhikotakia modesta,2017,40,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Yasuhikotakia,Yasuhikotakia modesta
Yasuhikotakia modesta,2018,40,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Yasuhikotakia,Yasuhikotakia modesta
Yasuhikotakia morleti,2019,160,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Yasuhikotakia,Yasuhikotakia morleti
Zanclus cornutus,2015,21,6,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus
Zanclus cornutus,2016,71,21,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus
Zanclus cornutus,2017,13,5,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus
Zanclus cornutus,2018,34,10,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus
Zanclus cornutus,2019,64,13,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus
Zebrasoma desjardinii,2015,6,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma desjardinii
Zebrasoma desjardinii,2016,17,6,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma desjardinii
Zebrasoma desjardinii,2017,15,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma desjardinii
Zebrasoma desjardinii,2019,15,6,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma desjardinii
Zebrasoma flavescens,2015,80,9,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens
Zebrasoma flavescens,2016,104,3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens
Zebrasoma flavescens,2017,99,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens
Zebrasoma flavescens,2019,42,5,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens
Zebrasoma rostratum,2015,7,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma rostratum
Zebrasoma scopas,2015,11,2,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma scopas
Zebrasoma scopas,2016,18,5,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma scopas
Zebrasoma scopas,2017,36,7,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma scopas
Zebrasoma scopas,2018,16,7,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma scopas
Zebrasoma veliferum,2015,45,15,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma veliferum
Zebrasoma veliferum,2016,28,10,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma veliferum
Zebrasoma veliferum,2017,13,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma veliferum
Zebrasoma veliferum,2018,7,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma veliferum
Zebrasoma veliferum,2019,4,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Zebrasoma veliferum
